record_id,title,rule_name,department,department_normalized,agency,agency_normalized,division_board_program,ccr_citation,department_number,chapter,rule_number,source_page_url,document_url,file_path,content_type,source_format,download_status,discovery_timestamp,retrieval_timestamp,checksum_sha256,size_bytes,text_extraction_status,raw_file_exists,notes,error,industry_tags,topic_tags,domain_tags,tag_confidence_score,tag_confidence_label,coorstek_relevance,tag_rule_sources,tag_notes
5_CCR_1002-35,5 CCR 1002-35,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-35,5,1002,35,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2363&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-35,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=11743&fileName=5%20CCR%201002-35&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-35.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:53.323516Z,2026-06-22T22:57:08.994417Z,f7b67ec5f3ad48a1b88f8721660f1dc5253b53169898dce8ab1e7b7bb3669b07,8860425,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-36,5 CCR 1002-36,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-36,5,1002,36,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2364&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-36,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12305&fileName=5%20CCR%201002-36&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-36.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:53.364464Z,2026-06-22T22:57:11.207653Z,890c78c9318c644c70cfa36e69afac43b069020d066e7e0f527705f0e908bba0,5231915,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-37,5 CCR 1002-37,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-37,5,1002,37,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2365&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-37,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12303&fileName=5%20CCR%201002-37&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-37.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:53.412043Z,2026-06-22T22:57:13.435981Z,aae1cc13ec77086fb606f1f6bbf83234db662b1f047aa494e57684548a5f2c8a,5509645,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-38,5 CCR 1002-38,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-38,5,1002,38,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2366&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-38,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12304&fileName=5%20CCR%201002-38&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-38.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:53.462970Z,2026-06-22T22:57:16.103914Z,818a3834365cf599e45b3a6a5ab6a8d55a37be24ddcbbcb9316c654a06787539,11713182,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-39,5 CCR 1002-39,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-39,5,1002,39,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2367&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-39,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=1607&fileName=5%20CCR%201002-39&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-39.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:53.556341Z,2026-06-22T22:57:17.382452Z,ef93d3c1fcf553abe6fe37ea4b1ccaef34f944e906f2cd24a309d8af2945fd1e,361177,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-41,5 CCR 1002-41,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-41,5,1002,41,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2368&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-41,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=8819&fileName=5%20CCR%201002-41&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-41.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.368960Z,2026-06-22T22:57:18.861596Z,9c2c23217e83bd6109e90a3e709714a36d787cf1b62ce047aadde3a7b965271f,874697,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-42,5 CCR 1002-42,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-42,5,1002,42,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2369&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-42,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=8815&fileName=5%20CCR%201002-42&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-42.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.485288Z,2026-06-22T22:57:21.091905Z,9a5381fb52e0f35b4b3a176018e34fbb3aaf2f0cf0a68c2f0dd61905b9389423,5320138,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-43,5 CCR 1002-43,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-43,5,1002,43,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3154&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-43,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=11979&fileName=5%20CCR%201002-43&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-43.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.526508Z,2026-06-22T22:57:22.670608Z,8a60413673f78e55dc8d100f25684a8ba9ca28ebec279116500dfe2edf0eb511,1276699,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-51,5 CCR 1002-51,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-51,5,1002,51,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2370&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-51,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=6408&fileName=5%20CCR%201002-51&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-51.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.591697Z,2026-06-22T22:57:23.995018Z,fa490dd1a55aa2bf426874b15665864732e9f771513ac30fe9acd2b1c3cfd574,476510,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-52,5 CCR 1002-52,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-52,5,1002,52,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2374&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-52,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=6409&fileName=5%20CCR%201002-52&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-52.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.708290Z,2026-06-22T22:57:25.371586Z,581919d9279724999e3b9574f57c6bc8a29d5cb0331b0cdb7aed0d99a246e3c0,395868,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-53,5 CCR 1002-53,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-53,5,1002,53,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2375&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-53,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=5913&fileName=5%20CCR%201002-53&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-53.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.765154Z,2026-06-22T22:57:26.771773Z,026a86721321c0a698c6b0d4ef2211a0b457cc38255f2cc76d087c5d290192fc,319908,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-54,5 CCR 1002-54,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-54,5,1002,54,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2376&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-54,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=5914&fileName=5%20CCR%201002-54&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-54.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.810834Z,2026-06-22T22:57:28.141748Z,3e879c0f5def3e35ffac8468ff54874434d9d9a9e02d70da2b788be2bb99deeb,317303,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-55,5 CCR 1002-55,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-55,5,1002,55,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2914&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-55,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=11976&fileName=5%20CCR%201002-55&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-55.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.858316Z,2026-06-22T22:57:29.457447Z,ae288831d2b1be5ca01802099151b68d31b4d066f0a1f7a41978123a37ccdac3,469907,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
5_CCR_1002-61,5 CCR 1002-61,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1002 Water Quality Control Commission,Water Quality Control Commission,Water Quality Control Commission,5 CCR 1002-61,5,1002,61,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2377&deptID=16&agencyID=132&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Water%20Quality%20Control%20Commission&seriesNum=5%20CCR%201002-61,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12289&fileName=5%20CCR%201002-61&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1002-61.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:54.908123Z,2026-06-22T22:57:31.215721Z,45be44cc6aaf3a4b011ef932c1ecec55c3afd660dc21332f355b712f9254eafa,2003380,not_attempted,True,,,"[""agriculture"",""manufacturing"",""mining"",""utilities""]","[""drinking_water"",""environment"",""inspection"",""permitting"",""reporting"",""water_quality""]","[""environmental_water"",""general_manufacturing""]",0.92,high,high,"[{""rule_id"":""agency_water_quality"",""source"":""agency"",""confidence"":0.9,""matched_text"":""5 CCR 1002, water quality control commission"",""reason"":""Water-quality and discharge rules can apply to industrial operations."",""industry_tags"":[""manufacturing"",""utilities"",""mining"",""agriculture""],""topic_tags"":[""environment"",""water_quality"",""drinking_water"",""permitting"",""reporting"",""inspection""],""domain_tags"":[""environmental_water"",""general_manufacturing""]},{""rule_id"":""keyword_water_discharge"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""water quality"",""reason"":""Water/discharge keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities""],""topic_tags"":[""environment"",""water_quality"",""drinking_water""],""domain_tags"":[""environmental_water"",""general_manufacturing""]}]",
