record_id,title,rule_name,department,department_normalized,agency,agency_normalized,division_board_program,ccr_citation,department_number,chapter,rule_number,source_page_url,document_url,file_path,content_type,source_format,download_status,discovery_timestamp,retrieval_timestamp,checksum_sha256,size_bytes,text_extraction_status,raw_file_exists,notes,error,industry_tags,topic_tags,domain_tags,tag_confidence_score,tag_confidence_label,coorstek_relevance,tag_rule_sources,tag_notes
5_CCR_1001-19,5 CCR 1001-19,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-19,5,1001,19,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2351&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-19,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=2600&fileName=5%20CCR%201001-19&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-19.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:49.665906Z,2026-06-22T22:56:28.361466Z,86916babc31161795284d34c9c1a78cf24f78b1d7c04e843b9103fa0c2f7c32b,375616,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-20,5 CCR 1001-20,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-20,5,1001,20,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2352&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-20,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=2721&fileName=5%20CCR%201001-20&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-20.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:49.719609Z,2026-06-22T22:56:29.591615Z,9d329250d6846a43f9c8159fc23567003b87a86b65b6246d33e958ae4a8b339c,463762,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-21,5 CCR 1001-21,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-21,5,1001,21,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2353&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-21,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=337&fileName=5%20CCR%201001-21&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-21.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:49.761322Z,2026-06-22T22:56:30.922819Z,4952d0e0178d8922c0d0f9dd00a342eae3947334ed6585f419a55440c8925d42,311457,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-22,5 CCR 1001-22,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-22,5,1001,22,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2354&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-22,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=4928&fileName=5%20CCR%201001-22&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-22.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:49.810726Z,2026-06-22T22:56:32.161648Z,0324ef6e83fa2fbce9f3145404a9fb8a395f8ea99db023843a641cbac2181cac,361476,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-23,5 CCR 1001-23,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-23,5,1001,23,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=2355&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-23,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=9953&fileName=5%20CCR%201001-23&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-23.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:49.865414Z,2026-06-22T22:56:33.638762Z,a0c0b86d493a1d83ccfdbf2cc68aefb66e1c67d0821942173b51e2b4547517ba,673244,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-24,5 CCR 1001-24,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-24,5,1001,24,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3282&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-24,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=11186&fileName=5%20CCR%201001-24&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-24.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:50.701937Z,2026-06-22T22:56:35.131229Z,0a860e64cae6d65ba1eaca4940e19cfc066ff5b9afeb29913f0d0975f83446b1,659320,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-25,5 CCR 1001-25,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-25,5,1001,25,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3303&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-25,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=10677&fileName=5%20CCR%201001-25&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-25.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:50.743023Z,2026-06-22T22:56:36.630372Z,9dd41af231ea34e113fa24f7916a9e1a04723934c6e73d33567fb1d2570f8fff,775204,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-26,5 CCR 1001-26,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-26,5,1001,26,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3325&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-26,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=11724&fileName=5%20CCR%201001-26&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-26.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:50.801516Z,2026-06-22T22:56:38.104937Z,f7dfbc608b15048eb5c1285cdaa3ade68b2fe03187905715a4c4b50fd9b8f55f,821714,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-27,5 CCR 1001-27,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-27,5,1001,27,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3344&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-27,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=9985&fileName=5%20CCR%201001-27&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-27.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:50.850867Z,2026-06-22T22:56:39.579304Z,e349a67e3f44595334afbeae1058ee213f24a71908873c50e79e366517932833,530853,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-28,5 CCR 1001-28,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-28,5,1001,28,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3409&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-28,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12562&fileName=5%20CCR%201001-28&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-28.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:50.891769Z,2026-06-22T22:56:41.088819Z,d734cf97b9eeae8692973db560c5a0bb2d319deafcd6dc5c70f7e1e34c27c75b,650354,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-29,5 CCR 1001-29,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-29,5,1001,29,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3410&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-29,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12376&fileName=5%20CCR%201001-29&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-29.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:50.951127Z,2026-06-22T22:56:42.566552Z,7cf0fa0a96b8cf5744277ccdc9eeb3e52097bc976a534824cdee497643b67479,933039,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-30,5 CCR 1001-30,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-30,5,1001,30,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3411&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-30,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12356&fileName=5%20CCR%201001-30&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-30.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:51.007884Z,2026-06-22T22:56:43.985630Z,ad6cca291176cf2980c6095f3153a0c94a31a3af0e5a4c5a0fe948e6fbdc4289,957257,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-31,5 CCR 1001-31,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-31,5,1001,31,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3412&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-31,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=11838&fileName=5%20CCR%201001-31&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-31.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:51.071025Z,2026-06-22T22:56:45.352257Z,93ac50473fbd0e4473d3b933bb6b5056b05a7bcc5147840358fbe34b03caf557,817063,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
5_CCR_1001-32,5 CCR 1001-32,,1000 Department of Public Health and Environment,Department of Public Health and Environment,1001 Air Quality Control Commission,Air Quality Control Commission,Air Quality Control Commission,5 CCR 1001-32,5,1001,32,https://www.sos.state.co.us/CCR/DisplayRule.do?action=ruleinfo&ruleId=3408&deptID=16&agencyID=7&deptName=Department%20of%20Public%20Health%20and%20Environment&agencyName=Air%20Quality%20Control%20Commission&seriesNum=5%20CCR%201001-32,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=12565&fileName=5%20CCR%201001-32&type=pdf,C:/Users/jpfeifer/OneDrive - CoorsTek/Documents/Geode/_RAW_ARCHIVE/ccr/5_CCR_1001-32.pdf,application/pdf,pdf,downloaded,2026-06-22T18:28:51.121684Z,2026-06-22T22:56:46.876574Z,62ae6c61c69122a226c26b0c824b3ebf421c7cd6868f2bd47e55a53ffccc19ef,526042,not_attempted,True,,,"[""manufacturing"",""oil_gas"",""transportation_warehousing"",""utilities""]","[""air_quality"",""emissions"",""enforcement"",""environment"",""inspection"",""permitting"",""reporting""]","[""building_fire_industrial_operations"",""environmental_air"",""general_manufacturing""]",0.97,high,high,"[{""rule_id"":""agency_air_quality"",""source"":""agency"",""confidence"":0.95,""matched_text"":""5 CCR 1001, air quality control commission"",""reason"":""Air-quality and emissions rules commonly affect industrial sources."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas"",""transportation_warehousing""],""topic_tags"":[""environment"",""air_quality"",""emissions"",""permitting"",""reporting"",""inspection"",""enforcement""],""domain_tags"":[""environmental_air"",""building_fire_industrial_operations"",""general_manufacturing""]},{""rule_id"":""keyword_air_emissions"",""source"":""keyword"",""confidence"":0.7,""matched_text"":""air quality"",""reason"":""Air/emissions keywords appeared in available CCR metadata."",""industry_tags"":[""manufacturing"",""utilities"",""oil_gas""],""topic_tags"":[""environment"",""air_quality"",""emissions""],""domain_tags"":[""environmental_air"",""general_manufacturing""]}]",
